Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
17527.0,Data Scientist,Technology & Data,98.49,100.0,98.49,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning","0.52, 0.52, 0.17",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
17528.0,Operations Analyst,Business & Management,85.74,75.0,85.74,Excellent Fit,"Communication, Business_Analysis, Excel, Data_Analysis, Problem_Solving","3.0, 1.04, 0.84, 0.82, 0.57",1,0,"Career is suitable, but improvement is recommended in: Communication, Business_Analysis, Excel",1
17529.0,Operations Analyst,Business & Management,69.55,75.0,69.55,Moderate Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","3.0, 2.87, 2.51, 2.27, 1.93",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17530.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17531.0,Data Scientist,Technology & Data,93.59,100.0,93.59,Excellent Fit,"Data_Visualization, Communication, Python, Machine_Learning, Projects","1.17, 1.0, 1.0, 0.78, 0.33",0,0,"Career is suitable, but improvement is recommended in: Data_Visualization, Communication, Python",1
17532.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17533.0,Credit Analyst,Finance & Accounting,84.08,87.5,84.08,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Communication","2.2, 2.04, 1.8, 1.2, 1.0",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17534.0,Research Analyst,Science & Research,71.8,100.0,71.8,Strong Fit,"Research, Critical_Thinking, Data_Analysis, Statistics, Problem_Solving","4.46, 3.18, 3.01, 2.18, 2.18",3,3,"Career is suitable, but improvement is recommended in: Research, Critical_Thinking, Data_Analysis",1
17535.0,Operations Analyst,Business & Management,74.49,75.0,74.49,Strong Fit,"Data_Analysis, Excel, Communication, Problem_Solving, Business_Analysis","2.32, 2.19, 2.0, 1.98, 1.87",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Communication",1
17536.0,Operations Analyst,Business & Management,77.11,75.0,77.11,Strong Fit,"Excel, Communication, Data_Analysis, Business_Analysis, Problem_Solving","2.17, 2.0, 1.98, 1.53, 1.47",0,4,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
17537.0,Operations Analyst,Business & Management,87.75,75.0,87.75,Excellent Fit,"Excel, Problem_Solving, Data_Analysis, Communication, Business_Analysis","1.39, 1.37, 1.36, 1.0, 0.54",0,0,"Career is suitable, but improvement is recommended in: Excel, Problem_Solving, Data_Analysis",1
17538.0,Credit Analyst,Finance & Accounting,73.82,87.5,73.82,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Communication","3.26, 2.56, 2.51, 2.26, 2.0",1,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17539.0,Operations Analyst,Business & Management,92.1,75.0,92.1,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.24, 1.0, 0.79, 0.53, 0.08",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
17540.0,Product Designer,Design & Creative,100.0,87.5,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17541.0,Operations Analyst,Business & Management,97.62,75.0,97.62,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
17542.0,Credit Analyst,Finance & Accounting,82.94,87.5,82.94,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.75, 2.3, 2.17, 1.75, 0.47",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17543.0,SEO Specialist,Marketing & Media,75.19,87.5,75.19,Strong Fit,"SEO, Analytics, Content_Strategy, Digital_Marketing, Communication","2.98, 2.57, 2.24, 2.17, 2.0",0,6,"Career is suitable, but improvement is recommended in: SEO, Analytics, Content_Strategy",1
17544.0,Credit Analyst,Finance & Accounting,81.27,87.5,81.27,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Communication","2.43, 2.38, 1.95, 1.43, 1.0",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17545.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17546.0,Data Engineer,Technology & Data,98.24,100.0,98.24,Excellent Fit,"Database_Management, SQL","0.83, 0.75",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
17547.0,Risk Analyst,Finance & Accounting,79.33,87.5,79.33,Strong Fit,"Risk_Analysis, Excel, Communication, Financial_Analysis, Statistics","2.17, 2.07, 2.0, 1.78, 1.17",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Communication",1
17548.0,Teacher,Education,65.59,100.0,65.59,Moderate Fit,"Subject_Knowledge, Teaching, Presentation, Communication, Planning","4.26, 3.63, 3.33, 3.0, 2.98",4,3,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Presentation",1
17550.0,Data Engineer,Technology & Data,97.91,100.0,97.91,Excellent Fit,"SQL, Database_Management","1.05, 0.83",0,0,"Career is suitable, but improvement is recommended in: SQL, Database_Management",1
17551.0,Risk Analyst,Finance & Accounting,78.41,87.5,78.41,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","3.0, 2.04, 2.04, 1.69, 1.04",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17552.0,Operations Analyst,Business & Management,92.42,75.0,92.42,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.05, 1.0, 0.76, 0.48, 0.18",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
17553.0,Operations Analyst,Business & Management,69.93,75.0,69.93,Moderate Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","3.0, 2.75, 2.47, 2.2, 1.97",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17554.0,Social Media Manager,Marketing & Media,82.64,100.0,82.64,Strong Fit,"Creativity, Social_Media, Analytics, Content_Creation, Digital_Marketing","3.5, 2.0, 1.65, 1.0, 1.0",1,2,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Analytics",1
17555.0,Operations Analyst,Business & Management,84.21,75.0,84.21,Strong Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","3.0, 1.2, 1.0, 0.98, 0.83",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17556.0,Operations Analyst,Business & Management,86.21,75.0,86.21,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.28, 1.15, 1.06, 0.74",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17557.0,Data Engineer,Technology & Data,98.19,100.0,98.19,Excellent Fit,"Problem_Solving, SQL, Database_Management","0.62, 0.6, 0.33",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, SQL, Database_Management",1
17558.0,Operations Analyst,Business & Management,76.25,75.0,76.25,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.23, 2.09, 2.0, 1.63, 1.6",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
17559.0,Risk Analyst,Finance & Accounting,68.99,87.5,68.99,Moderate Fit,"Risk_Analysis, Excel, Financial_Analysis, Statistics, Problem_Solving","3.31, 3.25, 3.1, 2.31, 2.31",3,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17560.0,Operations Analyst,Business & Management,96.71,75.0,96.71,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.94, 0.52, 0.12",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17561.0,Risk Analyst,Finance & Accounting,83.27,87.5,83.27,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","3.0, 1.59, 1.54, 1.36, 0.54",1,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17562.0,Risk Analyst,Finance & Accounting,74.72,87.5,74.72,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 2.43, 2.33, 1.95, 1.43",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
17563.0,Risk Analyst,Finance & Accounting,89.57,87.5,89.57,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.49, 1.29, 1.19, 1.0, 0.29",0,0,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17564.0,Risk Analyst,Finance & Accounting,88.78,87.5,88.78,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.7, 1.34, 1.23, 1.0, 0.34",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17566.0,Operations Analyst,Business & Management,70.63,75.0,70.63,Strong Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Communication","2.81, 2.72, 2.47, 2.17, 2.0",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
17567.0,Data Engineer,Technology & Data,99.41,100.0,99.41,Excellent Fit,"Database_Management, SQL","0.33, 0.2",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
17568.0,Operations Analyst,Business & Management,88.91,75.0,88.91,Excellent Fit,"Excel, Data_Analysis, Projects, Problem_Solving","1.94, 1.42, 1.0, 0.63",0,1,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Projects",1
17569.0,Operations Analyst,Business & Management,91.12,75.0,91.12,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.5, 1.44, 1.31, 0.01",0,1,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
17570.0,Operations Analyst,Business & Management,64.61,75.0,64.61,Moderate Fit,"Problem_Solving, Data_Analysis, Communication, Excel, Business_Analysis","3.25, 3.17, 3.0, 2.8, 2.63",3,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Communication",1
17571.0,Operations Analyst,Business & Management,83.8,75.0,83.8,Strong Fit,"Problem_Solving, Data_Analysis, Business_Analysis, Excel, Communication","2.17, 1.89, 1.21, 1.19, 1.0",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Business_Analysis",1
17572.0,Operations Analyst,Business & Management,82.56,75.0,82.56,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Projects, Business_Analysis","2.22, 1.88, 1.83, 1.0, 0.97",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17573.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17574.0,Social Media Manager,Marketing & Media,93.81,100.0,93.81,Excellent Fit,"Creativity, Social_Media, Analytics, Content_Creation, Digital_Marketing","2.17, 1.17, 0.42, 0.17, 0.17",0,1,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Analytics",1
17575.0,Credit Analyst,Finance & Accounting,79.35,87.5,79.35,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Financial_Reporting","3.0, 2.04, 2.04, 1.7, 1.14",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17576.0,Operations Analyst,Business & Management,94.19,75.0,94.19,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.17, 0.91, 0.71",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17577.0,Graphic Designer,Design & Creative,95.93,100.0,95.93,Excellent Fit,"Creativity, Visual_Design, Portfolio","1.33, 0.93, 0.67",0,0,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
17578.0,Data Scientist,Technology & Data,96.36,100.0,96.36,Excellent Fit,"Python, Communication, Data_Visualization, Machine_Learning","1.0, 1.0, 0.33, 0.2",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
17579.0,Tax Consultant,Finance & Accounting,96.75,85.71428571428571,96.75,Excellent Fit,"Taxation, Accounting, Excel","0.62, 0.62, 0.46",0,0,"Career is suitable, but improvement is recommended in: Taxation, Accounting, Excel",1
17580.0,Operations Analyst,Business & Management,72.39,75.0,72.39,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","2.59, 2.38, 2.38, 2.0, 2.0",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17581.0,Risk Analyst,Finance & Accounting,79.71,87.5,79.71,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","4.0, 2.03, 1.63, 1.42, 0.63",1,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17582.0,Credit Analyst,Finance & Accounting,70.12,87.5,70.12,Strong Fit,"Risk_Analysis, Communication, Financial_Analysis, Excel, Problem_Solving","3.5, 3.0, 2.66, 2.54, 2.5",2,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Financial_Analysis",1
17583.0,Operations Analyst,Business & Management,74.09,75.0,74.09,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Communication","2.76, 2.7, 2.64, 1.63, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17584.0,Social Media Manager,Marketing & Media,84.54,100.0,84.54,Strong Fit,"Creativity, Analytics, Social_Media, Projects, Content_Creation","4.0, 1.9, 1.5, 1.0, 0.5",1,2,"Career is suitable, but improvement is recommended in: Creativity, Analytics, Social_Media",1
17585.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17586.0,Data Scientist,Technology & Data,95.64,100.0,95.64,Excellent Fit,"Python, Communication, Data_Visualization, Statistics, Problem_Solving","1.0, 1.0, 0.33, 0.31, 0.31",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
17588.0,Data Scientist,Technology & Data,89.82,100.0,89.82,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Python, SQL","2.13, 2.13, 1.23, 1.0, 0.95",0,2,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
17589.0,Credit Analyst,Finance & Accounting,81.81,87.5,81.81,Strong Fit,"Risk_Analysis, Excel, Communication, Financial_Analysis, Problem_Solving","2.07, 2.07, 2.0, 1.71, 1.07",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Communication",1
17590.0,QA Engineer,Technology & Data,88.53,62.5,79.68,Strong Fit,"Internship, Problem_Solving, Attention_to_Detail","1.67, 1.32, 0.67",0,1,"Career is suitable, but improvement is recommended in: Internship, Problem_Solving, Attention_to_Detail",1
17591.0,Risk Analyst,Finance & Accounting,85.4,87.5,85.4,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.95, 1.7, 1.47, 1.0, 0.7",0,2,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17592.0,Operations Analyst,Business & Management,96.1,75.0,96.1,Excellent Fit,"Communication, Excel, Data_Analysis","1.0, 0.58, 0.15",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17593.0,Risk Analyst,Finance & Accounting,84.36,87.5,84.36,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Communication, Statistics","1.86, 1.81, 1.57, 1.0, 0.86",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17594.0,Operations Analyst,Business & Management,65.82,75.0,65.82,Moderate Fit,"Problem_Solving, Data_Analysis, Communication, Business_Analysis, Excel","3.04, 3.03, 3.0, 2.7, 2.49",3,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Communication",1
